source_object_id,permit_number,date_of_permit_issuance,estimated_project_value,work_type,primary_work_scope,permit_status,community,district,net_new_units,number_of_storeys,type_of_structure,latitude,longitude
165,BPCOM-2025-17935,2025-12-08,20000,Renovation,Renovation,Completed,BEDFORD,District 16,0,4,Mixed Use - Residential & Other Use(s),44.719261163581116,-63.67127402848263
166,BPCOM-2026-01619,,45000000,New Building,New Building,Applicant Revisions,,District 15,424,4,Mixed Use - Residential & Other Use(s),44.81701636697849,-63.681614419967005
167,BPCOM-2026-05515,2026-05-20,6000,Renovation,Renovation,Issued,HALIFAX,District 08,0,2,Commercial,44.651165631403956,-63.58303656406624
168,BPRES-2021-10607,2022-01-21,600000,New Building,New Building,Completed,HALIFAX,District 11,2,2,Dwelling - Semi-Detached,44.61810285078784,-63.617903718320605
169,BPRES-2021-11847,2021-09-08,700000,New Building,New Building,Amendment Applicant Revisions,EAST PETPESWICK,District 02,1,3,Dwelling - Single Detached,44.693621413329694,-63.14993803214328
170,BPRES-2021-12961,2022-11-01,20000,New Building,New Building,Completed,CONROD SETTLEMENT,District 02,0,1,Accessory Structure,44.76648247204703,-63.236798622952215
171,BPRES-2021-14017,2021-09-08,20000,Renovation,Renovation,Completed,HALIFAX,District 11,0,2,Dwelling - Single Detached,44.62659195289071,-63.59608740493234
172,BPRES-2021-15143,2021-10-19,402000,New Building,New Building,Completed,,District 13,1,2,Dwelling - Single Detached,44.66267504731725,-63.96793568019195
173,BPRES-2021-16338,2021-11-02,30000,Addition,Addition,Completed,FALL RIVER,District 01,0,1,Dwelling - Single Detached,44.791881835336056,-63.61942995937361
174,BPRES-2021-17203,2021-11-08,400000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.704956446536656,-63.716567201368186
175,BPRES-2021-18012,2021-11-16,675000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70394568072134,-63.71730504984958
176,BPRES-2021-19121,2021-12-13,32000,New Building,New Building,Expired (Closed),SEABRIGHT,District 13,0,1,Accessory Structure,44.62574125229648,-63.92383752769038
177,BPRES-2021-20190,2022-01-14,450000,New Building,New Building,Completed,WHITES LAKE,District 11,1,1,Dwelling - Single Detached,44.51562470321932,-63.746440172755385
178,BPRES-2022-00765,,16500,Renovation,Renovation,Withdrawn,EASTERN PASSAGE,District 03,1,2,Dwelling - Single Detached,44.62489559290553,-63.50802598379322
179,BPRES-2022-01614,2022-03-03,120000,Addition,Addition,Expired,HAMMONDS PLAINS,District 14,0,2,Dwelling - Single Detached,44.74491110100877,-63.79512498855108
180,BPRES-2022-02414,2022-04-27,750000,New Building,New Building,Cancelled,HALIFAX,District 11,1,2,Dwelling - Single Detached,44.61445283924494,-63.5753690182227
181,BPRES-2022-02995,2022-04-06,71000,New Building,New Building,Expired,MILL LAKE,District 01,0,1,Accessory Structure,45.12507757346294,-62.905089549470226
182,BPRES-2022-03822,2022-04-11,170000,New Building,New Building,Completed,HUBLEY,District 13,1,1,Dwelling - Single Detached,44.67935254609275,-63.80780243705468
183,BPRES-2022-04681,2022-07-07,85000,Addition,Addition,Expired,DARTMOUTH,District 06,0,1,Dwelling - Single Detached,44.72628550731608,-63.539773202001896
184,BPRES-2022-05546,2022-05-02,200000,New Building,New Building,Issued,TIMBERLEA,District 12,1,3,Dwelling - Single Detached,44.63910298219539,-63.72187526798269
185,BPRES-2022-06371,,55000,Addition,Addition,Application Incomplete,UPPER SACKVILLE,District 14,0,1,Dwelling - Single Detached,44.82436361730261,-63.75854585218874
186,BPRES-2022-07329,2022-06-14,35000,New Building,New Building,Completed,DARTMOUTH,District 06,0,1,Accessory Structure,44.72792234562012,-63.5437203637696
187,BPRES-2022-08294,2022-08-19,15000,Renovation,Renovation,Completed,HALIFAX,District 07,0,2,Dwelling - Single Detached,44.62793884574399,-63.57735777688424
188,BPRES-2022-09139,2022-07-20,400000,New Building,New Building,Completed,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.75214970286763,-63.33782309589594
189,BPRES-2022-10124,,50000,New Building,New Building,Withdrawn,WEST PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.68878903595779,-63.30977280197957
190,BPRES-2022-11054,2022-08-25,680000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,1,2,Dwelling - Single Detached,44.71070659337335,-63.7696502917574
191,BPRES-2022-12041,2023-07-12,15000,Renovation,Renovation,Completed,HALIFAX,District 11,1,2,Dwelling - Multiple Units,44.59101674312366,-63.599510537107506
192,BPRES-2022-13103,2022-10-21,42000,New Building,New Building,Expired,PROSPECT,District 13,0,1,Accessory Structure,44.476525770793614,-63.78002358250363
193,BPRES-2022-13824,2023-10-12,11795327,New Building,New Building,Issued,HAMMONDS PLAINS,District 14,105,3,Dwelling - Multiple Units,44.74324008807364,-63.803837467442186
194,BPRES-2022-14880,2022-11-25,400000,Renovation,Renovation,Completed,WILLIAMSWOOD,District 11,0,2,Dwelling - Single Detached,44.53774036935277,-63.642766037935445
195,BPRES-2023-00054,,60500,New Building,New Building,Withdrawn,BEDFORD,District 16,1,1,Dwelling - Backyard Suite,44.706681711997845,-63.665887643338536
196,BPRES-2023-01192,2025-08-07,35000,Addition,Addition,Issued,HARRIETSFIELD,District 11,0,2,Dwelling - Single Detached,44.56333646396723,-63.638623786276156
197,BPRES-2023-02450,,700000,New Building,New Building,Withdrawn,FALL RIVER,District 01,1,1,Dwelling - Single Detached,44.82608263996672,-63.63956365373893
198,BPRES-2023-03516,2024-11-19,608000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.61577774013249,-63.62095392239779
199,BPRES-2023-04451,2023-08-03,110500,New Building,New Building,Completed,HALIFAX,District 09,1,2,Dwelling - Backyard Suite,44.648948823768656,-63.60023128442157
200,BPRES-2023-05635,2023-05-17,1105000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70727767931559,-63.701381388980636
201,BPRES-2023-06590,2023-06-28,50000,New Building,New Building,Completed,BEAVER BANK,District 15,0,2,Accessory Structure,44.810005226596694,-63.681172072526444
202,BPRES-2023-07613,2023-07-20,35000,Addition,Addition,Expired,GRAND LAKE,District 01,0,1,Dwelling - Single Detached,44.8935150520348,-63.58639291583744
203,BPRES-2023-08637,2023-07-14,400000,New Building,New Building,Completed,HALIFAX,District 11,3,3,Dwelling - Multiple Units,44.586218066598654,-63.58779524726457
204,BPRES-2023-09826,2023-08-16,25000,New Building,New Building,Expired,HACKETTS COVE,District 13,0,1,Accessory Structure,44.57297375645958,-63.92687031143158
205,BPRES-2023-10942,,36000,Renovation,Renovation,Withdrawn,DARTMOUTH,District 05,-35,4,Dwelling - Multiple Units,44.66769361516129,-63.556170854054095
206,BPRES-2023-11861,2023-10-17,470000,New Building,New Building,Completed,COW BAY,District 03,1,1,Dwelling - Single Detached,44.62544035493202,-63.4427303616495
207,BPRES-2023-12845,2023-11-21,12225488,New Building,New Building,Issued,UPPER HAMMONDS PLAINS,District 14,46,2,Dwelling - Townhouse,44.74806436000856,-63.812560598787144
208,BPRES-2023-13761,,35000,New Building,New Building,Applicant Revisions,ELDERBANK,District 01,1,1,Dwelling - Single Detached,44.96631246574896,-63.261464271801586
209,BPRES-2023-14832,2023-11-29,130000,Renovation,Renovation,Completed,HALIFAX,District 08,1,3,Dwelling - Multiple Units,44.66394712259573,-63.60563498702959
210,BPRES-2023-15879,2024-03-15,726100,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,2,2,Dwelling - Multiple Units,44.72016194921792,-63.83499653451718
211,BPRES-2024-00312,2024-01-31,275000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Semi-Detached,44.5933096565026,-63.602257670700595
212,BPRES-2024-01503,2024-03-07,35000,New Building,New Building,Expired,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.802990566538924,-63.73775108248127
213,BPRES-2024-02548,2024-03-22,500000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70741844210144,-63.72553099857605
214,BPRES-2024-03498,2024-05-02,88000,Addition,Addition,Issued,HALIFAX,District 09,0,3,Dwelling - Single Detached,44.64517162793205,-63.59157862671329
215,BPRES-2024-04261,2024-10-28,11500,Addition,Addition,Completed,WHITES LAKE,District 13,0,1,Dwelling - Single Detached,44.519859115453094,-63.75438102718641
216,BPRES-2024-05314,2024-05-15,575000,New Building,New Building,Completed,FALL RIVER,District 01,1,2,Dwelling - Single Detached,44.83602020787363,-63.63097310626141
217,BPRES-2024-06257,2024-05-27,575000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70808093511708,-63.72106688166614
218,BPRES-2024-07247,2024-10-17,5000,Renovation,Renovation,Completed,HALIFAX,District 08,2,2,Dwelling - Multiple Units,44.667107788032475,-63.61138612747721
219,BPRES-2024-08288,2024-07-19,200000,New Building,New Building,Issued,MCGRATHS COVE,District 13,1,1,Dwelling - Single Detached,44.51063159348259,-63.85368889489465
220,BPRES-2024-09076,2024-08-02,500000,New Building,New Building,Completed,HALIFAX,District 11,4,2,Dwelling - Semi-Detached,44.60228993117769,-63.603290904600534
221,BPRES-2024-10157,2024-09-09,3000,Addition,Addition,Completed,BEDFORD,District 16,0,2,Dwelling - Single Detached,44.72458719347187,-63.64706752984426
222,BPRES-2024-11478,2024-09-24,166000,Renovation,Renovation,Issued,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.643003863141516,-63.59115991109639
223,BPRES-2024-12793,2024-11-14,280000,New Building,New Building,Amendment Application Incomplete,WAVERLEY,District 01,1,2,Dwelling - Backyard Suite,44.77860543535367,-63.59540594133898
224,BPRES-2024-14536,2024-10-09,675000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70858767181306,-63.721166880327786
225,BPRES-2024-15660,2024-11-25,90400,Renovation,Renovation,Issued,HALIFAX,District 08,0,2,Dwelling - Multiple Units,44.65086623886144,-63.5958492609304
226,BPRES-2024-16712,2024-11-18,584000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.60274212632483,-63.60397705653575
227,BPRES-2024-17764,2024-12-18,4000,Renovation,Renovation,Completed,LAWRENCETOWN,District 02,0,1,Dwelling - Single Detached,44.656159000836226,-63.36140374758545
228,BPRES-2024-18803,2025-01-15,250000,New Building,New Building,Completed,HEAD OF CHEZZETCOOK,District 02,1,1,Dwelling - Single Detached,44.740013230962,-63.25271659753559
229,BPRES-2025-00816,2025-02-28,430000,New Building,New Building,Issued,WHITES LAKE,District 13,1,1,Dwelling - Single Detached,44.52995723247819,-63.762009148657974
230,BPRES-2025-01760,2025-03-11,325000,New Building,New Building,Completed,MUSQUODOBOIT HARBOUR,District 02,1,2,Dwelling - Single Detached,44.819198046280476,-63.191695730154734
231,BPRES-2025-03038,2025-03-24,750000,New Building,New Building,Issued,DARTMOUTH,District 06,2,2,Dwelling - Semi-Detached,44.714641658339,-63.538189615465704
232,BPRES-2025-04058,2025-04-11,650000,New Building,New Building,Completed,DARTMOUTH,District 06,1,3,Dwelling - Single Detached,44.71331799681873,-63.54445910436503
233,BPRES-2025-05070,2025-04-17,150000,Addition,Addition,Completed,PORTERS LAKE,District 02,0,1,Dwelling - Single Detached,44.73236575427716,-63.29507635098099
234,BPRES-2025-05835,2025-05-22,9000,Renovation,Renovation,Completed,WESTPHAL,District 04,1,2,Dwelling - Multiple Units,44.69458137535023,-63.491366156453864
235,BPRES-2025-06850,2025-10-06,30000,Renovation,Renovation,Issued,MIDDLE SACKVILLE,District 14,1,1,Dwelling - Multiple Units,44.77756163439983,-63.704133430734316
236,BPRES-2025-08013,2025-06-05,90000,New Building,New Building,Issued,UPPER TANTALLON,District 13,0,1,Accessory Structure,44.71965410641999,-63.876748767513924
237,BPRES-2025-08943,2025-06-23,250000,New Building,New Building,Issued,BEAVER BANK,District 15,1,2,Dwelling - Single Detached,44.84573249428636,-63.66794465705123
238,BPRES-2025-10086,,10000,New Building,New Building,Cancelled,HATCHET LAKE,District 13,1,1,Dwelling - Single Detached,44.58488581482697,-63.70334024265283
239,BPRES-2025-11283,2025-08-06,40000,New Building,New Building,Issued,BEAVER BANK,District 15,0,1,Accessory Structure,44.83682855161296,-63.66064987837463
240,BPRES-2025-12272,2025-08-19,43982,Renovation,Renovation,Completed,HALIFAX,District 07,0,2,Dwelling - Single Detached,44.6279905530733,-63.57718555864436
241,BPRES-2025-13371,2025-09-23,240000,New Building,New Building,Issued,TIMBERLEA,District 12,1,2,Dwelling - Single Detached,44.644514172239674,-63.72528379869315
242,BPRES-2025-14509,2025-09-17,50000,New Building,New Building,Issued,LAKE EGMONT,District 01,0,1,Accessory Structure,44.99122096193891,-63.29936182467985
243,BPRES-2025-15552,2025-10-21,30000,New Building,New Building,Completed,LAWRENCETOWN,District 02,0,1,Accessory Structure,44.700026934906276,-63.40653593708559
244,BPRES-2025-16380,2026-02-17,700000,New Building,New Building,Amendment Review,HERRING COVE,District 11,2,3,Dwelling - Semi-Detached,44.57970285905239,-63.575232732164835
245,BPRES-2025-17494,,25000,Renovation,Renovation,Applicant Revisions,HALIFAX,District 10,1,3,Dwelling - Multiple Units,44.66103633474058,-63.634001460752906
246,BPRES-2025-18758,2026-04-07,25000,Renovation,Renovation,Completed,HALIFAX,District 09,1,2,Dwelling - Single Detached,44.64754517475797,-63.60875758238557
247,BPRES-2026-00617,2026-01-27,250000,Addition,Addition,Issued,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.64939420896553,-63.61147768068476
248,BPRES-2026-01819,2026-02-26,450000,New Building,New Building,Issued,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70945675956017,-63.72697379498229
249,BPRES-2026-02897,2026-03-17,52900,New Building,New Building,Issued,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.79480560248601,-63.75403542317718
250,BPRES-2026-03666,2026-04-09,425000,New Building,New Building,Issued,EASTERN PASSAGE,District 03,1,2,Dwelling - Single Detached,44.62127061434688,-63.45772749632458
251,BPRES-2026-04617,2026-05-22,600000,New Building,New Building,Issued,WEST CHEZZETCOOK,District 02,1,2,Dwelling - Single Detached,44.71694196452347,-63.28790163791094
252,BPRES-2026-05749,,15000,Renovation,Renovation,Applicant Revisions,LAWRENCETOWN,District 02,0,1,Dwelling - Single Detached,44.648109083666746,-63.40942007201405
253,BPRES-2026-06924,2026-06-12,600000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Semi-Detached,44.59840573450449,-63.60022050504024
254,BPRES-2026-08218,,70000,Renovation,Renovation,In Review,HALIFAX,District 09,2,2,Dwelling - Multiple Units,44.63926262349892,-63.628487980908695
255,BP-2020-00116,,24800,New Building,New Building,Withdrawn,FALL RIVER,District 01,0,1,Accessory Structure,44.81975056303445,-63.6127991179957
256,BP-2020-00472,2021-02-10,24762,Renovation,Renovation,Completed,COLE HARBOUR,District 04,1,2,Dwelling - Single Detached,44.67746267831607,-63.50236962997597
257,BP-2021-00072,2021-02-09,250000,New Building,New Building,Completed,HALIFAX,District 16,1,2,Dwelling - Single Detached,44.695754376672454,-63.67633084480003
258,BP-2021-00444,2021-03-29,95500,Addition,Addition,Completed,,District 01,0,2,Dwelling - Single Detached,44.89776516460348,-63.58716682099386
259,BP-2021-00721,2021-11-25,17000000,New Building,New Building,Completed,DARTMOUTH,District 03,90,10,Dwelling - Multiple Units,44.66867351425253,-63.53759005686093
260,BP-2021-00959,2021-02-03,425000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70306288682174,-63.71647844369824
261,BP-2021-01332,2021-03-24,21000,Addition,Addition,Expired,FALL RIVER,District 01,0,3,Dwelling - Single Detached,44.80555943795183,-63.6383270589081
262,BP-2021-01649,2021-03-02,20000,New Building,New Building,Completed,WILLIAMSWOOD,District 11,0,1,Accessory Structure,44.51923699074955,-63.63828016920531
263,BP-2021-01984,2021-02-18,425000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70243774192139,-63.71603775194592
264,BP-2021-02345,2023-02-14,350000,New Building,New Building,Issued,TERENCE BAY,District 13,1,2,Dwelling - Single Detached,44.48827645596291,-63.72801537027825
265,BP-2021-03045,2021-03-24,31500,Renovation,Renovation,Completed,HALIFAX,District 08,0,12,Dwelling - Multiple Units,44.65452967071038,-63.5979599755388
266,BP-2021-03340,2021-05-05,10000,Addition,Addition,Completed,HALIFAX,District 09,0,1,Dwelling - Single Detached,44.64736903898252,-63.6159714746502
267,BP-2021-03689,2021-04-09,54000,Addition,Addition,Completed,COOKS BROOK,District 01,0,1,Dwelling - Seasonal,45.001150156514264,-63.269266716540805
268,BP-2021-04011,2021-04-09,200000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,1,3,Dwelling - Single Detached,44.79250085519812,-63.76694162433166
269,BP-2021-04364,2021-04-09,30000,Renovation,Renovation,Completed,DARTMOUTH,District 05,0,1,Dwelling - Single Detached,44.68237877930116,-63.56375362601421
270,BP-2021-04659,2021-04-19,25000,Renovation,Renovation,Expired,HALIFAX,District 07,0,2,Dwelling - Single Detached,44.63176656743246,-63.585968625166416
271,BP-2021-04927,,9158,Renovation,Renovation,Withdrawn,INGRAMPORT,District 13,0,1,Dwelling - Single Detached,44.65425577426393,-63.97018750682269
272,BP-2021-05412,2021-07-15,50000,Addition,Addition,Expired,TIMBERLEA,District 12,1,1,Dwelling - Multiple Units,44.653976571205085,-63.728996359590425
273,BP-2021-05741,,33000,Addition,Addition,Applicant Revisions,BEDFORD,District 16,0,2,Dwelling - Single Detached,44.728767783258206,-63.67891386669071
274,BP-2021-06101,,35000,Renovation,Renovation,Withdrawn,HALIFAX,District 08,1,1,Dwelling - Multiple Units,44.66721740145169,-63.610206610828364
275,BP-2021-06371,2021-07-29,306600,New Building,New Building,Completed,BOUTILIERS POINT,District 13,1,1,Dwelling - Single Detached,44.6652747939832,-63.955766832235064
276,BP-2021-06793,2021-07-15,440000,New Building,New Building,Expired,EASTERN PASSAGE,District 03,4,2,Dwelling - Semi-Detached,44.615324191554485,-63.46709315785258
277,BP-2021-07041,2021-05-21,160000,New Building,New Building,Completed,TIMBERLEA,District 12,1,3,Dwelling - Single Detached,44.64022325722826,-63.722824719403114
278,BP-2021-07392,2021-07-05,750000,Renovation,Renovation,Completed,,District 12,0,5,Commercial,44.63719007097541,-63.67018363363748
279,BP-2021-08126,2021-05-21,400000,New Building,New Building,Completed,UPPER TANTALLON,District 13,1,1,Dwelling - Single Detached,44.704807575916114,-63.88729719808582
280,BP-2021-08533,2021-10-01,400000,New Building,New Building,Expired,DARTMOUTH,District 06,1,2,Dwelling - Single Detached,44.70487707061285,-63.551162542473016
281,BP-2021-08967,2021-06-14,20000,New Building,New Building,Expired,BEDFORD,District 16,0,1,Accessory Structure,44.721425109577474,-63.67406695241261
282,BP-2021-09335,2021-08-13,374000,Renovation,Renovation,Completed,DARTMOUTH,District 06,0,1,Industrial,44.71190408258585,-63.609775195229204
283,BP-2021-09723,2021-09-09,12000,Renovation,Renovation,Completed,HALIFAX,District 09,-1,2,Mixed Use - Residential & Other Use(s),44.64177967933298,-63.609704961634336
284,BP-2021-10202,,1600000,New Building,New Building,Cancelled,HALIFAX,District 09,8,3,Dwelling - Multiple Units,44.64561399174555,-63.599598296962476
285,BPCOM-2021-11784,2021-10-05,100000,Renovation,Renovation,Completed,DARTMOUTH,District 06,0,1,Commercial,44.696330898163936,-63.59195967391766
286,BPCOM-2021-13986,2021-11-22,66500,Renovation,Renovation,Expired (Closed),DARTMOUTH,District 06,0,2,Industrial,44.69505277404231,-63.57199181568655
287,BPCOM-2021-16070,2021-11-19,233160,Addition,Addition,Completed,DARTMOUTH,District 06,0,1,Commercial,44.71296129355503,-63.5816049295358
288,BPCOM-2021-18271,2022-03-15,13347566,New Building,New Building,Completed,BEDFORD,District 16,75,4,Dwelling - Multiple Units,44.72174360790854,-63.70790907968481
289,BPCOM-2021-19899,2022-01-12,45000,Renovation,Renovation,Completed,DARTMOUTH,District 06,0,2,Commercial,44.69463887722785,-63.57745154907489
290,BPCOM-2022-01119,2022-03-24,20000,Renovation,Renovation,Completed,HALIFAX,District 08,0,2,Commercial,44.67345196969005,-63.60302054297188
291,BPCOM-2022-02581,2022-04-22,33400,Renovation,Renovation,Completed,FALL RIVER,District 01,0,1,Commercial,44.818383751207776,-63.61028050309607
292,BPCOM-2022-04352,2022-05-02,180000,Renovation,Renovation,Completed,HALIFAX,District 09,0,3,Commercial,44.649368575944415,-63.61874247106554
293,BPCOM-2022-06126,2022-12-02,1250000,New Building,New Building,Issued,BEDFORD,District 16,0,2,Commercial,44.70961567447068,-63.70859553628308
294,BPCOM-2022-08493,2022-08-05,1676804,New Building,New Building,Completed,DARTMOUTH,District 06,0,1,Institutional and Governmental,44.716532256732734,-63.563801701638205
295,BPCOM-2022-10018,2022-12-21,2089000,Renovation,Renovation,Issued,HALIFAX,District 07,16,4,Mixed Use - Residential & Other Use(s),44.64508099994872,-63.57240737964622
296,BPCOM-2022-11856,2022-10-13,120000,New Building,New Building,Completed,DARTMOUTH,District 06,0,1,Accessory Structure,44.70096274934312,-63.61041573314116
297,BPCOM-2022-13421,2023-05-30,2025000,Renovation,Renovation,Amendment Application Incomplete,HALIFAX,District 07,30,6,Mixed Use - Residential & Other Use(s),44.64488495044452,-63.572702349435126
298,BPCOM-2022-15238,2022-12-09,70000,Renovation,Renovation,Expired,DARTMOUTH,District 06,0,1,Commercial,44.70670327948983,-63.58607802065527
299,BPCOM-2023-00508,2023-03-15,4360000,New Building,New Building,Amendment Application Incomplete,BEECHVILLE,District 12,0,2,Commercial,44.646306125322,-63.68163142052831
300,BPCOM-2023-01737,2023-03-24,15000,Renovation,Renovation,Completed,HALIFAX,District 11,0,7,Commercial,44.61101900926144,-63.617951382854386
301,BPCOM-2023-03473,2024-06-28,12000000,New Building,New Building,Issued,HALIFAX,District 07,55,8,Mixed Use - Residential & Other Use(s),44.634544628156696,-63.57634527367375
302,BPCOM-2023-05041,,500000,Renovation,Renovation,Withdrawn,HALIFAX,District 07,0,15,Institutional and Governmental,44.63967064614977,-63.58410130608267
303,BPCOM-2023-07000,2023-06-20,48000,Renovation,Renovation,Expired,HALIFAX,District 12,0,2,Commercial,44.659599010760246,-63.664351713023834
304,BPCOM-2023-09000,2023-08-28,1000000,Renovation,Renovation,Expired,LOWER SACKVILLE,District 15,0,1,Commercial,44.77380234469004,-63.691051584934236
305,BPCOM-2023-11026,2023-09-15,36000,Renovation,Renovation,Completed,DARTMOUTH,District 05,6,4,Dwelling - Multiple Units,44.66769361516129,-63.556170854054095
306,BPCOM-2023-13121,,4000,Renovation,Renovation,Application Incomplete,HAMMONDS PLAINS,District 14,0,2,Commercial,44.724060584717854,-63.7373503177884
307,BPCOM-2023-14828,2026-02-06,20000,Renovation,Renovation,Issued,HALIFAX,District 07,4,3,Mixed Use - Residential & Other Use(s),44.64023710145979,-63.58445845802331
308,BPCOM-2023-15777,2025-02-11,45241000,New Building,New Building,Issued,HALIFAX,District 08,175,10,Mixed Use - Residential & Other Use(s),44.65322980320521,-63.58436638914168
309,BPCOM-2024-00056,,1,Renovation,Renovation,Application Incomplete,DARTMOUTH,District 05,17,2,Dwelling - Multiple Units,44.67927177116255,-63.54921455016904
310,BPCOM-2024-01323,,1000000,New Building,New Building,Applicant Revisions,WESTPHAL,District 04,0,1,Commercial,44.69728440353738,-63.493581683777485
311,BPCOM-2024-03269,2024-06-28,6718080,Addition,Addition,Completed,DARTMOUTH,District 06,0,4,Commercial,44.70492427811145,-63.5752142928766
312,BPCOM-2024-05189,,1400000,New Building,New Building,Withdrawn,HALIFAX,District 07,6,3,Dwelling - Multiple Units,44.63451806397701,-63.577769187373356
313,BPCOM-2024-06233,,43800000,New Building,New Building,Applicant Revisions,HALIFAX,District 07,438,30,Mixed Use - Residential & Other Use(s),44.64052863483248,-63.585674355809445
314,BPCOM-2024-07353,2024-07-09,5900000,New Building,New Building,Issued,HAMMONDS PLAINS,District 14,29,3,Dwelling - Multiple Units,44.72584964463061,-63.74186992341029
315,BPCOM-2024-08869,2024-08-26,30000,Renovation,Renovation,Completed,TIMBERLEA,District 12,0,1,Commercial,44.64688142215451,-63.71606752224993
316,BPCOM-2024-10573,2024-09-09,475000,Renovation,Renovation,Issued,HALIFAX,District 07,0,3,Commercial,44.63814265626324,-63.57463999138187
317,BPCOM-2024-12823,2024-11-08,550000,New Building,New Building,Completed,UPPER SACKVILLE,District 14,0,1,Commercial,44.81483430721447,-63.76568513237929
318,BPCOM-2024-16088,2025-05-22,51145219,New Building,New Building,Issued,HALIFAX,District 07,0,6,Commercial,44.649589441800885,-63.581092092925175
319,BPCOM-2024-18125,2024-12-05,40000,Renovation,Renovation,Completed,LOWER SACKVILLE,District 15,0,2,Commercial,44.75422432476129,-63.665321224316905
320,BPCOM-2025-00738,2025-02-21,2000,Renovation,Renovation,Issued,HUBBARDS,District 13,2,2,Mixed Use - Residential & Other Use(s),44.638174429997456,-64.0640936442444
321,BPCOM-2025-01943,2025-02-21,1100000,Renovation,Renovation,Completed,BEDFORD,District 16,0,1,Commercial,44.715028738779154,-63.67539480648722
322,BPCOM-2025-03172,2025-06-12,1050000,New Building,New Building,Issued,LANTZ,District 01,0,2,Commercial,44.97319686276429,-63.475581778682916
323,BPCOM-2025-04226,,345600,New Building,New Building,Applicant Revisions,TIMBERLEA,District 12,0,1,Commercial,44.64296567476923,-63.72348995195499
324,BPCOM-2025-06572,2025-05-21,42000,Renovation,Renovation,Completed,DARTMOUTH,District 05,0,17,Commercial,44.66895577567242,-63.57660656241076
325,BPCOM-2025-09240,2025-06-24,40000,Renovation,Renovation,Completed,COLE HARBOUR,District 04,0,1,Commercial,44.67496501855238,-63.492580415135265
326,BPCOM-2025-11715,2025-10-14,200000,Renovation,Renovation,Issued,BEDFORD,District 16,0,1,Commercial,44.71336448807936,-63.714994954799224
327,BPCOM-2025-13742,2025-10-03,1660000,New Building,New Building,Issued,HALIFAX,District 10,123,9,Mixed Use - Residential & Other Use(s),44.65754080126738,-63.62996915416649
328,BPCOM-2025-15364,2025-11-06,100000,Renovation,Renovation,Completed,HALIFAX,District 08,0,2,Commercial,44.65391207651713,-63.585581794965655
329,BPCOM-2025-17005,2025-12-11,50000,Renovation,Renovation,Issued,BEDFORD,District 16,0,3,Dwelling - Multiple Units,44.71892634527585,-63.67139367419538
