source_object_id,permit_number,date_of_permit_issuance,estimated_project_value,work_type,primary_work_scope,permit_status,community,district,net_new_units,number_of_storeys,type_of_structure,latitude,longitude
14079,BPRES-2024-11969,2024-09-04,315280,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70693969434289,-63.723222159492025
14080,BPRES-2024-12012,2024-09-06,315280,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.707046537017796,-63.723445442273594
14081,BPRES-2024-12041,2024-09-03,260000,New Building,New Building,Issued,UPPER TANTALLON,District 13,1,2,Dwelling - Single Detached,44.69649427044684,-63.88386160662057
14082,BPRES-2024-12060,2024-09-19,18000,New Building,New Building,Completed,FALL RIVER,District 01,0,1,Accessory Structure,44.812771672323045,-63.6146835957968
14083,BPRES-2024-12064,2024-09-16,166750,Addition,Addition,Issued,WESTPHAL,District 04,0,2,Dwelling - Single Detached,44.70722483780853,-63.469790723023436
14084,BPRES-2024-12102,,65000,New Building,New Building,Withdrawn,HAMMONDS PLAINS,District 14,0,1,Accessory Structure,44.73323606888739,-63.785405282676464
14085,BPRES-2024-12113,2024-10-08,100000,Addition,Addition,Issued,GOFFS,District 01,0,2,Dwelling - Single Detached,44.88755644436016,-63.4744571388372
14086,BPRES-2024-12132,2024-11-07,249500,Renovation,Renovation,Issued,MIDDLE SACKVILLE,District 14,0,3,Dwelling - Single Detached,44.81910107119586,-63.73904356007521
14087,BPRES-2024-12143,,82000,Renovation,Renovation,Application Incomplete,HALIFAX,District 07,1,2,Dwelling - Multiple Units,44.636443182460184,-63.58599864171397
14088,BPRES-2024-12157,2024-11-15,179501.1,Addition,Addition,Completed,HALIFAX,District 10,1,2,Dwelling - Multiple Units,44.660610432937155,-63.650642790494125
14089,BPRES-2024-12178,2025-12-01,55000,New Building,New Building,Issued,ENFIELD,District 01,0,1,Accessory Structure,44.91965114377284,-63.5515727664515
14090,BPRES-2024-12208,,,Renovation,Renovation,Cancelled,BEECHVILLE,District 12,0,2,Dwelling - Single Detached,44.638218340179215,-63.676853440678286
14091,BPRES-2024-12242,2024-10-07,80000,Addition,Addition,Completed,HALIFAX,District 08,0,2,Dwelling - Single Detached,44.66260909363099,-63.60211465788505
14092,BPRES-2024-12316,,40000,Renovation,Renovation,Applicant Revisions,HUBLEY,District 13,1,2,Dwelling - Single Detached,44.67154274875854,-63.81642555044115
14093,BPRES-2024-12375,2024-10-10,200000,Renovation,Renovation,Issued,WAVERLEY,District 01,0,2,Dwelling - Single Detached,44.78424630771899,-63.59467355422485
14094,BPRES-2024-12415,2024-09-11,60000,New Building,New Building,Issued,PORTUGUESE COVE,District 11,0,1,Accessory Structure,44.526830688170094,-63.54525298969322
14095,BPRES-2024-12430,2024-11-01,120000,Renovation,Renovation,Completed,HALIFAX,District 09,1,1,Dwelling - Backyard Suite,44.649776718904974,-63.62652664729914
14096,BPRES-2024-12464,2024-09-23,115000,New Building,New Building,Completed,COLE HARBOUR,District 04,1,1,Dwelling - Backyard Suite,44.669528092432394,-63.50199489685483
14097,BPRES-2024-12495,2024-11-15,400000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.60105810414917,-63.60355298120593
14098,BPRES-2024-12495,2024-11-15,400000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.60105810414917,-63.60355298120593
14099,BPRES-2024-12496,2024-11-12,400000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.60093805082723,-63.60368611386903
14100,BPRES-2024-12496,2024-11-12,400000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.60093805082723,-63.60368611386903
14101,BPRES-2024-12507,2024-09-16,15000,Renovation,Renovation,Completed,STILLWATER LAKE,District 13,0,1,Dwelling - Single Detached,44.687609733162965,-63.82740429216719
14102,BPRES-2024-12515,,10000,Renovation,Renovation,Issued,HALIFAX,District 11,0,2,Dwelling - Multiple Units,44.6073331927736,-63.56275089793371
14103,BPRES-2024-12570,2024-09-13,62449,Renovation,Renovation,Completed,HALIFAX,District 08,0,2,Dwelling - Semi-Detached,44.65245231668731,-63.58727151798997
14104,BPRES-2024-12593,2024-10-03,434431,New Building,New Building,Issued,EAST PETPESWICK,District 02,1,1,Dwelling - Single Detached,44.7320570374992,-63.15586359890129
14105,BPRES-2024-12607,2024-10-18,201815.83,Renovation,Renovation,Completed,HALIFAX,District 10,0,3,Dwelling - Multiple Units,44.65347543169968,-63.64484495798934
14106,BPRES-2024-12623,2024-11-07,63000,Renovation,Renovation,Completed,PROSPECT,District 13,1,1,Dwelling - Backyard Suite,44.49017194545713,-63.811217262876895
14107,BPRES-2024-12656,2024-09-17,600000,New Building,New Building,Completed,QUEENSLAND,District 13,1,3,Dwelling - Single Detached,44.65036910923809,-64.00080548510681
14108,BPRES-2024-12676,2024-09-16,250000,New Building,New Building,Issued,OSTREA LAKE,District 02,1,1,Dwelling - Single Detached,44.71935378717743,-63.07151870414783
14109,BPRES-2024-12681,2024-10-04,10000,Renovation,Renovation,Issued,LOWER SACKVILLE,District 15,1,3,Dwelling - Multiple Units,44.770971144628675,-63.702039426788104
14110,BPRES-2024-12695,2024-09-18,500000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,1,1,Dwelling - Single Detached,44.80383944245995,-63.76449010034193
14111,BPRES-2024-12697,2024-11-18,1300000,New Building,New Building,Issued,UPPER TANTALLON,District 13,2,2,Dwelling - Multiple Units,44.68331530476241,-63.85755709719779
14112,BPRES-2024-12711,2024-11-14,8600,Renovation,Renovation,Issued,EAST PETPESWICK,District 02,0,2,Accessory Structure,44.6882467026705,-63.14534783801466
14113,BPRES-2024-12729,2024-09-19,1400000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70478952554465,-63.72188330879465
14114,BPRES-2024-12756,2024-11-04,237000,Addition,Addition,Issued,HAMMONDS PLAINS,District 14,0,2,Dwelling - Single Detached,44.71221948634192,-63.72615242934228
14115,BPRES-2024-12787,2024-10-22,675000,New Building,New Building,Amendment Application Incomplete,WAVERLEY,District 01,1,2,Dwelling - Single Detached,44.77875417059881,-63.59548039745372
14116,BPRES-2024-12840,2024-09-19,600000,New Building,New Building,Completed,OAKFIELD,District 01,1,1,Dwelling - Single Detached,44.9122959675538,-63.58444908429597
14117,BPRES-2024-12863,2024-10-04,20000,New Building,New Building,Issued,TIMBERLEA,District 12,0,1,Accessory Structure,44.648514793997684,-63.718608643835175
14118,BPRES-2024-12893,2024-09-27,650000,New Building,New Building,Completed,BEDFORD,District 16,1,3,Dwelling - Single Detached,44.70858496422822,-63.72136174577601
14119,BPRES-2024-12922,2024-09-19,550000,New Building,New Building,Completed,TERENCE BAY,District 13,1,2,Dwelling - Single Detached,44.46408279069176,-63.7120505966092
14120,BPRES-2024-12983,2024-09-25,160000,New Building,New Building,Issued,COOKS BROOK,District 01,1,1,Dwelling - Single Detached,45.033186885211464,-63.326981362678204
14121,BPRES-2024-13029,2024-09-24,600000,New Building,New Building,Completed,QUEENSLAND,District 13,2,1,Dwelling - Multiple Units,44.65080720959706,-64.00081172128372
14122,BPRES-2024-13110,2024-09-19,600000,New Building,New Building,Completed,BROOKSIDE,District 13,1,2,Dwelling - Single Detached,44.52930102827214,-63.71074993799542
14123,BPRES-2024-13200,2024-10-11,1221370,New Building,New Building,Completed,DARTMOUTH,District 03,5,2,Dwelling - Townhouse,44.65937555190975,-63.53295624372648
14124,BPRES-2024-13222,2024-09-19,20000,Renovation,Renovation,Completed,EASTERN PASSAGE,District 03,0,2,Dwelling - Single Detached,44.615300942240665,-63.46894876282376
14125,BPRES-2024-13229,2025-02-03,75000,New Building,New Building,Amendment Applicant Revisions,FALL RIVER,District 01,1,1,Dwelling - Backyard Suite,44.81226257922017,-63.633234120102784
14126,BPRES-2024-13255,2024-11-07,155000,Addition,Addition,Issued,LAKEVIEW,District 01,0,1,Dwelling - Single Detached,44.759817079376575,-63.62279976781101
14127,BPRES-2024-13272,2024-09-26,300000,New Building,New Building,Issued,OAKFIELD,District 01,1,1,Dwelling - Single Detached,44.92325762574566,-63.5739650189366
14128,BPRES-2024-13336,,60000,Renovation,Renovation,Applicant Revisions,WATT SECTION,District 02,1,1,Dwelling - Multiple Units,44.91494728649905,-62.512132187192485
14129,BPRES-2024-13349,2024-11-28,3000,Renovation,Renovation,Completed,COLE HARBOUR,District 04,0,2,Dwelling - Single Detached,44.66827390483281,-63.49701192214844
14130,BPRES-2024-13375,2024-09-24,15000,New Building,New Building,Issued,HALIFAX,District 11,0,1,Accessory Structure,44.60957214939226,-63.624493186389245
14131,BPRES-2024-13423,2024-10-04,800000,New Building,New Building,Completed,BEDFORD,District 16,1,2,Dwelling - Single Detached,44.70737460193116,-63.72705532358676
14132,BPRES-2024-13514,2024-09-26,40000,Addition,Addition,Issued,HUBLEY,District 13,0,1,Accessory Structure,44.66638241866452,-63.81182057176013
14133,BPRES-2024-13536,2024-10-24,122000,New Building,New Building,Completed,HERRING COVE,District 11,1,1,Dwelling - Backyard Suite,44.566894147679676,-63.56787750138909
14134,BPRES-2024-13577,,80000,New Building,New Building,Applicant Revisions,HALIFAX,District 08,1,2,Dwelling - Backyard Suite,44.65526703117117,-63.61688915865682
14135,BPRES-2024-13607,,750000,New Building,New Building,Withdrawn,DARTMOUTH,District 05,6,3,Dwelling - Multiple Units,44.6709619750184,-63.56246343391227
14136,BPRES-2024-13631,2024-09-20,51500,New Building,New Building,Completed,HARRIETSFIELD,District 11,0,2,Accessory Structure,44.56637634587485,-63.6392640068378
14137,BPRES-2024-13659,2024-10-17,40000,New Building,New Building,Completed,WEST PETPESWICK,District 02,0,1,Accessory Structure,44.73613708383687,-63.18153305367727
14138,BPRES-2024-13666,2024-11-06,30000,New Building,New Building,Issued,HALIFAX,District 11,0,1,Accessory Structure,44.61404207709648,-63.614825609728875
14139,BPRES-2024-13680,2024-11-08,160000,New Building,New Building,Completed,DARTMOUTH,District 05,1,2,Dwelling - Backyard Suite,44.68208376191826,-63.5628970632897
14140,BPRES-2024-13697,2024-10-30,450000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.603450437948204,-63.605078934542014
14141,BPRES-2024-13706,,200000,New Building,New Building,In Review,GLEN HAVEN,District 13,2,2,Dwelling - Multiple Units,44.64105282915597,-63.91026812273614
14142,BPRES-2024-13717,2025-09-04,420000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.58663251927844,-63.591069684000374
14143,BPRES-2024-13717,2025-09-04,420000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.58663251927844,-63.591069684000374
14144,BPRES-2024-13717,2025-09-04,420000,New Building,New Building,Issued,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.58663251927844,-63.591069684000374
14145,BPRES-2024-13726,2025-09-05,420000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.586716520732416,-63.59122216979024
14146,BPRES-2024-13726,2025-09-05,420000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.586716520732416,-63.59122216979024
14147,BPRES-2024-13726,2025-09-05,420000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.586716520732416,-63.59122216979024
14148,BPRES-2024-13800,2024-09-24,600000,New Building,New Building,Completed,BLACK POINT,District 13,1,1,Dwelling - Single Detached,44.65934614670678,-63.98124151603273
14149,BPRES-2024-13841,2024-09-23,28000,New Building,New Building,Completed,GAETZ BROOK,District 02,0,1,Accessory Structure,44.764233119089184,-63.214475791300615
14150,BPRES-2024-13882,,25000,New Building,New Building,Application Incomplete,COLE HARBOUR,District 04,0,1,Accessory Structure,44.66162431996682,-63.49622994043424
14151,BPRES-2024-13918,2024-12-05,615000,New Building,New Building,Amendment Applicant Revisions,DARTMOUTH,District 05,1,2,Dwelling - Single Detached,44.666734956741344,-63.57576777548643
14152,BPRES-2024-13948,2024-10-08,50000,New Building,New Building,Issued,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.77753538032288,-63.743138738662736
14153,BPRES-2024-13954,2024-09-27,344000,Addition,Addition,Issued,HALIFAX,District 09,0,2,Dwelling - Single Detached,44.641336977951305,-63.62281466575134
14154,BPRES-2024-13966,2024-09-25,1000000,New Building,New Building,Issued,BEDFORD,District 16,1,1,Dwelling - Single Detached,44.706282592606655,-63.72575642535023
14155,BPRES-2024-13980,2024-10-10,,New Building,New Building,Issued,WEST PENNANT,District 11,0,1,Accessory Structure,44.46755147028851,-63.65465671471268
14156,BPRES-2024-14005,2024-10-01,47472,New Building,New Building,Completed,THREE FATHOM HARBOUR,District 02,0,1,Accessory Structure,44.64157185174005,-63.297204723429715
14157,BPRES-2024-14020,2024-10-18,35000,New Building,New Building,Completed,EASTERN PASSAGE,District 03,0,1,Accessory Structure,44.615576892422816,-63.469956910055544
14158,BPRES-2024-14026,2025-01-08,130000,Renovation,Renovation,Issued,HALIFAX,District 08,1,2,Dwelling - Multiple Units,44.65379084643409,-63.59968111539948
14159,BPRES-2024-14046,2024-10-02,362000,New Building,New Building,Completed,DARTMOUTH,District 06,1,2,Dwelling - Single Detached,44.71448037501567,-63.544466875130006
14160,BPRES-2024-14069,,10000,Renovation,Renovation,Withdrawn,DARTMOUTH,District 05,0,1,Dwelling - Single Detached,44.686636258290406,-63.57922734988144
14161,BPRES-2024-14075,,120000,New Building,New Building,Withdrawn,HAMMONDS PLAINS,District 14,1,1,Dwelling - Backyard Suite,44.74252777336821,-63.79800028860312
14162,BPRES-2024-14092,2024-10-02,380000,New Building,New Building,Completed,DARTMOUTH,District 06,1,2,Dwelling - Single Detached,44.71481855401612,-63.54450747186988
14163,BPRES-2024-14138,2024-10-17,514428,New Building,New Building,Completed,UPPER SACKVILLE,District 14,1,1,Dwelling - Single Detached,44.82710047968692,-63.78218394999415
14164,BPRES-2024-14159,2024-11-12,44000,Renovation,Renovation,Issued,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.763966525858734,-63.34490918876643
14165,BPRES-2024-14202,2024-09-27,425000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,1,2,Dwelling - Single Detached,44.71971051834184,-63.836507392902945
14166,BPRES-2024-14271,2024-10-17,35500,Renovation,Renovation,Issued,HALIFAX,District 08,0,2,Dwelling - Single Detached,44.663902773739416,-63.60445534314852
14167,BPRES-2024-14305,2025-02-20,60000,Renovation,Renovation,Issued,DARTMOUTH,District 05,1,1,Dwelling - Backyard Suite,44.6788000162182,-63.58599362308522
14168,BPRES-2024-14370,2024-10-01,250000,New Building,New Building,Completed,BEECHVILLE,District 12,1,3,Dwelling - Single Detached,44.6372772909799,-63.67666618338169
14169,BPRES-2024-14381,2024-10-08,405000,New Building,New Building,Completed,PORTUGUESE COVE,District 11,1,2,Dwelling - Single Detached,44.52737206503548,-63.552153623004145
14170,BPRES-2024-14392,2024-10-08,164561.7,New Building,New Building,Completed,STILLWATER LAKE,District 13,1,1,Dwelling - Backyard Suite,44.694534393439156,-63.83648342729935
14171,BPRES-2024-14404,2024-10-29,175000,New Building,New Building,Completed,BAYSIDE,District 13,1,1,Dwelling - Backyard Suite,44.527029071221605,-63.80805503891781
14172,BPRES-2024-14424,,6500,Renovation,Renovation,Applicant Revisions,DARTMOUTH,District 05,1,2,Dwelling - Backyard Suite,44.66800795774263,-63.56849707876538
14173,BPRES-2024-14429,2024-10-01,250000,New Building,New Building,Completed,BEECHVILLE,District 12,1,3,Dwelling - Single Detached,44.63701433654015,-63.676438957982874
14174,BPRES-2024-14431,2024-10-01,250000,New Building,New Building,Completed,BEECHVILLE,District 12,1,3,Dwelling - Single Detached,44.636828843074014,-63.67627839515216
14175,BPRES-2024-14438,2024-12-05,80000,Renovation,Renovation,Completed,HAMMONDS PLAINS,District 14,1,2,Dwelling - Multiple Units,44.74263061726743,-63.78875544531212
14176,BPRES-2024-14458,2024-11-28,625000,New Building,New Building,Completed,HUBBARDS,District 13,1,2,Dwelling - Single Detached,44.63191402378429,-64.05571988712265
14177,BPRES-2024-14475,2024-11-05,45000,Renovation,Renovation,Completed,HALIFAX,District 10,1,2,Dwelling - Multiple Units,44.657105029981935,-63.647376459107285
14178,BPRES-2024-14480,2024-10-08,250000,New Building,New Building,Completed,TIMBERLEA,District 12,1,2,Dwelling - Single Detached,44.64475219829462,-63.72614529075064
14179,BPRES-2024-14494,2024-10-08,20000,New Building,New Building,Issued,COLE HARBOUR,District 04,0,1,Accessory Structure,44.67602930446866,-63.47715222654879
14180,BPRES-2024-14543,2024-10-28,118000,Addition,Addition,Completed,WELLINGTON,District 01,0,2,Dwelling - Single Detached,44.89944462031405,-63.62373266875131
14181,BPRES-2024-14579,2024-11-21,512000,New Building,New Building,Completed,HATCHET LAKE,District 13,1,2,Dwelling - Single Detached,44.550508368251975,-63.73842068351371
14182,BPRES-2024-14584,2024-11-22,65000,New Building,New Building,Issued,TANTALLON,District 13,0,1,Accessory Structure,44.653419857488046,-63.90215368194976
14183,BPRES-2024-14619,2024-11-13,150000,Addition,Addition,Issued,HALIFAX,District 08,1,2,Dwelling - Multiple Units,44.66804421028811,-63.60178232063239
14184,BPRES-2024-14641,2024-10-17,22500,Renovation,Renovation,Issued,DARTMOUTH,District 05,0,2,Dwelling - Townhouse,44.672829721316944,-63.56064068403706
14185,BPRES-2024-14670,2024-10-09,300000,New Building,New Building,Completed,DARTMOUTH,District 06,1,3,Dwelling - Single Detached,44.713919531661645,-63.54394692925772
14186,BPRES-2024-14686,2024-10-11,39982,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,0,1,Accessory Structure,44.80501129323075,-63.74829008362678
14187,BPRES-2024-14700,2024-10-09,214000,New Building,New Building,Issued,COW BAY,District 03,1,1,Dwelling - Backyard Suite,44.643393725204646,-63.42142256034044
14188,BPRES-2024-14727,2024-10-17,300000,New Building,New Building,Issued,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.760473925034425,-63.33199911287802
14189,BPRES-2024-14736,2024-11-12,7500,Renovation,Renovation,Completed,HALIFAX,District 11,1,2,Dwelling - Single Detached,44.607717562797326,-63.60490847937322
14190,BPRES-2024-14762,2024-10-22,40000,New Building,New Building,Issued,PORTERS LAKE,District 02,0,2,Accessory Structure,44.80327663330423,-63.38316600518442
14191,BPRES-2024-14792,,45000,Renovation,Renovation,Cancelled,BEDFORD,District 16,0,2,Dwelling - Backyard Suite,44.71882412772572,-63.67330873164986
14192,BPRES-2024-14824,2024-10-31,850000,New Building,New Building,Issued,MIDDLE SACKVILLE,District 14,1,2,Dwelling - Single Detached,44.79862604394884,-63.764580985682144
14193,BPRES-2024-14851,2024-11-06,35000,Addition,Addition,Issued,TIMBERLEA,District 12,0,2,Dwelling - Single Detached,44.64879380568681,-63.73872127591431
14194,BPRES-2024-14857,2025-04-02,20000,New Building,New Building,Issued,OAKFIELD,District 01,0,1,Accessory Structure,44.92515684791848,-63.56588160055368
14195,BPRES-2024-14869,2024-10-23,3400,Renovation,Renovation,Issued,HALIFAX,District 11,0,1,Dwelling - Single Detached,44.59157230237771,-63.60049940396332
14196,BPRES-2024-14899,2024-11-18,680000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.60234429449379,-63.60358974264053
14197,BPRES-2024-14899,2024-11-18,680000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.60234429449379,-63.60358974264053
14198,BPRES-2024-14929,2024-10-21,425000,New Building,New Building,Completed,BEAVER BANK,District 15,1,2,Dwelling - Single Detached,44.83848910329841,-63.662670974897104
14199,BPRES-2024-14944,2024-10-17,475000,New Building,New Building,Completed,MIDDLE SACKVILLE,District 14,1,1,Dwelling - Single Detached,44.79652105919955,-63.77226257295335
14200,BPRES-2024-15004,2024-10-15,1600000,New Building,New Building,Completed,DARTMOUTH,District 06,4,3,Dwelling - Townhouse,44.71478237941917,-63.53996404545912
14201,BPRES-2024-15009,2024-10-30,6500,Renovation,Renovation,Completed,DARTMOUTH,District 05,1,2,Dwelling - Multiple Units,44.665637468037204,-63.557624167402565
14202,BPRES-2024-15052,2024-10-24,188000,New Building,New Building,Issued,GLEN HAVEN,District 13,0,2,Accessory Structure,44.650333386044245,-63.92765567718226
14203,BPRES-2024-15069,2024-11-21,72000,Renovation,Renovation,Completed,HAMMONDS PLAINS,District 14,1,1,Dwelling - Multiple Units,44.727627552345595,-63.747278919658534
14204,BPRES-2024-15118,,83443.75,New Building,New Building,Cancelled,UPPER TANTALLON,District 13,0,1,Accessory Structure,44.687977824717336,-63.88320003476555
14205,BPRES-2024-15134,2025-01-22,31000,Renovation,Renovation,Completed,DARTMOUTH,District 05,1,1,Dwelling - Single Detached,44.686636258290406,-63.57922734988144
14206,BPRES-2024-15136,,,New Building,New Building,Cancelled,HALIFAX,District 09,0,1,Accessory Structure,44.650304636200595,-63.62625628323767
14207,BPRES-2024-15155,2025-11-27,2500,Addition,Addition,Issued,DARTMOUTH,District 06,0,1,Dwelling - Single Detached,44.683839209937595,-63.53462012376008
14208,BPRES-2024-15170,2024-10-24,560000,New Building,New Building,Completed,PORTERS LAKE,District 02,1,1,Dwelling - Single Detached,44.74429237780862,-63.29126213327651
14209,BPRES-2024-15193,2026-04-13,2000,Renovation,Renovation,Issued,DARTMOUTH,District 05,0,1,Accessory Structure,44.68492230612921,-63.58219133185644
14210,BPRES-2024-15195,,9000,Renovation,Renovation,Withdrawn,DARTMOUTH,District 05,2,4,Dwelling - Multiple Units,44.66769361516129,-63.556170854054095
14211,BPRES-2024-15197,2024-10-29,480000,New Building,New Building,Completed,COLE HARBOUR,District 04,4,1,Dwelling - Multiple Units,44.643429566529534,-63.47235883588676
14212,BPRES-2024-15244,2024-10-17,53000,New Building,New Building,Issued,PORTERS LAKE,District 02,0,1,Accessory Structure,44.74392243984976,-63.30888043069407
14213,BPRES-2024-15256,2024-10-16,192000,New Building,New Building,Completed,WHITES LAKE,District 13,1,1,Dwelling - Single Detached,44.54289288711483,-63.73688183206282
14214,BPRES-2024-15266,2024-11-12,80000,Renovation,Renovation,Completed,BEDFORD,District 16,1,2,Dwelling - Multiple Units,44.737066666904546,-63.65269109856536
14215,BPRES-2024-15271,2024-11-05,150000,Renovation,Renovation,Completed,DARTMOUTH,District 06,1,2,Dwelling - Multiple Units,44.68471281555782,-63.53411265320739
14216,BPRES-2024-15283,2024-10-30,26000,Renovation,Renovation,Completed,DARTMOUTH,District 06,1,1,Dwelling - Multiple Units,44.685798571960646,-63.50303618727163
14217,BPRES-2024-15292,2024-11-01,680000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.602499191206725,-63.603499340959324
14218,BPRES-2024-15292,2024-11-01,680000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.602499191206725,-63.603499340959324
14219,BPRES-2024-15293,2024-10-30,50000,New Building,New Building,Issued,HUBLEY,District 13,0,1,Accessory Structure,44.66573235179694,-63.817927424643585
14220,BPRES-2024-15316,2024-10-16,150000,New Building,New Building,Issued,WEST CHEZZETCOOK,District 02,1,1,Dwelling - Single Detached,44.702176341972624,-63.279605890869306
14221,BPRES-2024-15340,2024-11-05,200000,Addition,Addition,Issued,WESTPHAL,District 04,0,2,Dwelling - Single Detached,44.705442309101386,-63.47122438169947
14222,BPRES-2024-15355,2024-10-30,40000,New Building,New Building,Completed,BOUTILIERS POINT,District 13,0,1,Accessory Structure,44.65673512159974,-63.94951722600331
14223,BPRES-2024-15357,2024-10-21,150000,Renovation,Renovation,Completed,DARTMOUTH,District 06,0,3,Dwelling - Semi-Detached,44.69119867704688,-63.528515403779
14224,BPRES-2024-15372,2024-10-17,65000,New Building,New Building,Completed,FALL RIVER,District 01,0,1,Accessory Structure,44.79733977636425,-63.628783649972796
14225,BPRES-2024-15375,2024-10-31,15000000,New Building,New Building,Completed,DARTMOUTH,District 06,4,3,Dwelling - Townhouse,44.71473439837026,-63.540533600730015
14226,BPRES-2024-15375,2024-10-31,15000000,New Building,New Building,Completed,DARTMOUTH,District 06,4,3,Dwelling - Townhouse,44.71473439837026,-63.540533600730015
14227,BPRES-2024-15387,2025-08-06,30000,New Building,New Building,Issued,HARRIETSFIELD,District 11,0,1,Accessory Structure,44.58184994702989,-63.63978035428755
14228,BPRES-2024-15405,2024-10-24,50000,Renovation,Renovation,Completed,HALIFAX,District 11,1,1,Dwelling - Multiple Units,44.62602701751173,-63.61382260370304
14229,BPRES-2024-15420,2024-10-21,450000,New Building,New Building,Completed,EASTERN PASSAGE,District 03,3,1,Dwelling - Townhouse,44.608299281670185,-63.48849302477666
14230,BPRES-2024-15432,2024-10-17,400000,New Building,New Building,Issued,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.5863344804655,-63.589109603055434
14231,BPRES-2024-15436,2025-12-03,400000,New Building,New Building,Completed,HALIFAX,District 11,4,3,Dwelling - Multiple Units,44.58643526792759,-63.58923889612245
14232,BPRES-2024-15442,2024-10-25,400000,New Building,New Building,Completed,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.58664176698179,-63.58949125462508
14233,BPRES-2024-15442,2024-10-25,400000,New Building,New Building,Completed,HALIFAX,District 11,4,2,Dwelling - Multiple Units,44.58664176698179,-63.58949125462508
14234,BPRES-2024-15455,2024-12-19,31200,New Building,New Building,Completed,LAKE LOON,District 04,0,1,Accessory Structure,44.70863949306719,-63.51708998401514
14235,BPRES-2024-15470,2024-12-02,500,New Building,New Building,Issued,MINEVILLE,District 02,1,2,Dwelling - Backyard Suite,44.68822674056719,-63.377818399931904
14236,BPRES-2024-15485,2024-11-01,112700,Addition,Addition,Issued,HALIFAX,District 09,0,1,Dwelling - Single Detached,44.65167271262141,-63.60178657403558
14237,BPRES-2024-15499,2024-10-22,40000,New Building,New Building,Completed,HAMMONDS PLAINS,District 14,0,1,Accessory Structure,44.7377927033491,-63.803909430539484
14238,BPRES-2024-15502,2024-11-18,15000,Renovation,Renovation,Completed,EASTERN PASSAGE,District 03,0,1,Dwelling - Single Detached,44.6209907623736,-63.50231540637741
14239,BPRES-2024-15533,,5000,Renovation,Renovation,Withdrawn,WINDSOR JUNCTION,District 01,1,1,Dwelling - Backyard Suite,44.80327620384073,-63.64071633364187
