area,area_type,year_label,year_start,residential_rate,commercial_rate,spread,rank_in_year,yoy_spread_change,is_outlier
WINDSOR,Town,2017/2018,2017,1.9,3.99,2.09,31,0.0,false
GUYSBOROUGH,Rural Municipality,2017/2018,2017,0.61,2.58,1.97,32,0.0,false
KENTVILLE,Town,2017/2018,2017,1.387,3.341,1.954,33,0.014,false
LUNENBURG,Town,2017/2018,2017,1.333,3.286,1.953,34,-0.017,false
SHELBURNE,Town,2017/2018,2017,2.04,3.86,1.82,35,0.0,false
COUNTY RURAL,Halifax Regional,2017/2018,2017,1.152,2.955,1.803,36,0.033,false
EAST HANTS,Rural Municipality,2017/2018,2017,0.859,2.66,1.801,37,-0.039,false
STEWIACKE,Town,2017/2018,2017,1.665,3.46,1.795,38,0.005,false
MAHONE BAY,Town,2017/2018,2017,1.19,2.98,1.79,39,0.0,false
WESTVILLE,Town,2017/2018,2017,2.08,3.69,1.61,40,0.0,false
CUMBERLAND,Rural Municipality,2017/2018,2017,1.04,2.63,1.59,41,0.0,false
BARRINGTON,Rural Municipality,2017/2018,2017,1.01,2.56,1.55,42,0.0,false
ANTIGONISH,Town,2017/2018,2017,1.06,2.58,1.52,43,0.0,false
ANNAPOLIS ROYAL,Town,2017/2018,2017,1.65,3.15,1.5,44,0.0,false
KINGS,Rural Municipality,2017/2018,2017,0.853,2.287,1.434,45,-0.006,false
COLCHESTER,Rural Municipality,2017/2018,2017,0.88,2.28,1.4,46,0.0,false
ST. MARY'S,Rural Municipality,2017/2018,2017,0.92,2.23,1.31,47,0.0,false
RICHMOND,Rural Municipality,2017/2018,2017,0.8,2.1,1.3,48,0.0,false
ARGYLE,Rural Municipality,2017/2018,2017,1.07,2.25,1.18,49,0.0,false
LUNENBURG,Rural Municipality,2017/2018,2017,0.81,1.957,1.147,50,-0.003,false
LIVERPOOL,Region of Queens,2017/2018,2017,1.9,3.0,1.1,51,0.0,false
QUEENS COUNTY,Region of Queens,2017/2018,2017,1.02,2.12,1.1,51,0.0,false
CLARE,Rural Municipality,2017/2018,2017,1.04,2.07,1.03,53,0.0,false
PICTOU,Rural Municipality,2017/2018,2017,0.81,1.82,1.01,54,0.0,false
YARMOUTH,Rural Municipality,2017/2018,2017,1.16,2.15,0.99,55,0.0,false
VICTORIA,Rural Municipality,2017/2018,2017,1.2,2.1,0.9,56,0.0,false
INVERNESS,Rural Municipality,2017/2018,2017,1.02,1.85,0.83,57,0.0,false
CHESTER,Rural Municipality,2017/2018,2017,0.705,1.53,0.825,58,-0.015,false
ANNAPOLIS,Rural Municipality,2017/2018,2017,0.994,1.8,0.806,59,-0.014,false
WEST HANTS,Rural Municipality,2017/2018,2017,1.016,1.8,0.784,60,0.004,false
ANTIGONISH,Rural Municipality,2017/2018,2017,0.88,1.46,0.58,61,0.0,false
SHELBURNE,Rural Municipality,2017/2018,2017,1.26,1.82,0.56,62,0.0,false
DIGBY,Rural Municipality,2017/2018,2017,1.3,1.85,0.55,63,0.0,false
CLARK'S HARBOR,Town,2018/2019,2018,1.68,5.58,3.9,1,-0.03,false
LOUISBOURG,Cape Breton Regional,2018/2019,2018,2.016,5.259,3.243,2,0.0,false
CITY OF SYDNEY,Cape Breton Regional,2018/2019,2018,2.266,5.457,3.191,3,0.0,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2018/2019,2018,1.665,4.854,3.189,4,0.0,false
NEW WATERFORD,Cape Breton Regional,2018/2019,2018,2.08,5.226,3.146,5,0.0,false
DOMINION,Cape Breton Regional,2018/2019,2018,2.066,5.203,3.137,6,0.0,false
NORTH SYDNEY,Cape Breton Regional,2018/2019,2018,2.106,5.242,3.136,7,0.0,false
SYDNEY MINES,Cape Breton Regional,2018/2019,2018,1.991,5.127,3.136,7,0.0,false
MULGRAVE,Town,2018/2019,2018,1.1786,4.3116,3.133,9,0.0,false
GLACE BAY,Cape Breton Regional,2018/2019,2018,2.094,5.203,3.109,10,-0.027,false
LOCKEPORT,Town,2018/2019,2018,2.36,5.39,3.03,11,-0.05,false
AMHERST,Town,2018/2019,2018,1.635,4.435,2.8,12,0.0,false
PICTOU,Town,2018/2019,2018,1.64,4.34,2.7,13,0.0,false
TRURO,Town,2018/2019,2018,1.83,4.5,2.67,14,0.02,false
YARMOUTH,Town,2018/2019,2018,1.66,4.28,2.62,15,0.0,false
TRENTON,Town,2018/2019,2018,1.38,3.98,2.6,16,-0.85,false
NEW GLASGOW,Town,2018/2019,2018,1.82,4.4,2.58,17,0.0,false
PORT HAWKESBURY,Town,2018/2019,2018,1.8,4.38,2.58,17,0.0,false
MIDDLETON,Town,2018/2019,2018,1.84,4.32,2.48,19,0.0,false
OXFORD,Town,2018/2019,2018,1.62,4.035,2.415,20,0.035,false
STELLARTON,Town,2018/2019,2018,1.82,4.15,2.33,21,0.0,false
BRIDGEWATER,Town,2018/2019,2018,1.65,3.97,2.32,22,0.0,false
BERWICK,Town,2018/2019,2018,1.189,3.481,2.292,23,0.0,false
DIGBY,Town,2018/2019,2018,1.99,4.24,2.25,24,0.0,false
COUNTY SUBURBAN,Halifax Regional,2018/2019,2018,1.1725,3.3735,2.201,25,0.048,false
BEDFORD,Halifax Regional,2018/2019,2018,1.2055,3.3735,2.168,26,0.048,false
COUNTY URBAN,Halifax Regional,2018/2019,2018,1.2055,3.3735,2.168,26,0.048,false
DARTMOUTH,Halifax Regional,2018/2019,2018,1.2055,3.3735,2.168,26,0.048,false
HALIFAX,Halifax Regional,2018/2019,2018,1.2055,3.3735,2.168,26,0.048,false
WOLFVILLE,Town,2018/2019,2018,1.46,3.57,2.11,30,0.0,false
WINDSOR,Town,2018/2019,2018,1.88,3.95,2.07,31,-0.02,false
LUNENBURG,Town,2018/2019,2018,1.344,3.32,1.976,32,0.023,false
GUYSBOROUGH,Rural Municipality,2018/2019,2018,0.66,2.63,1.97,33,0.0,false
KENTVILLE,Town,2018/2019,2018,1.4022,3.3063,1.9041,34,-0.0499,false
COUNTY RURAL,Halifax Regional,2018/2019,2018,1.1595,3.004,1.8445,35,0.0415,false
SHELBURNE,Town,2018/2019,2018,2.04,3.86,1.82,36,0.0,false
STEWIACKE,Town,2018/2019,2018,1.665,3.46,1.795,37,0.0,false
MAHONE BAY,Town,2018/2019,2018,1.23,3.02,1.79,38,0.0,false
EAST HANTS,Rural Municipality,2018/2019,2018,0.8607,2.61,1.7493,39,-0.0517,false
WESTVILLE,Town,2018/2019,2018,2.08,3.69,1.61,40,0.0,false
CUMBERLAND,Rural Municipality,2018/2019,2018,1.17,2.76,1.59,41,0.0,false
BARRINGTON,Rural Municipality,2018/2019,2018,1.01,2.56,1.55,42,0.0,false
ANTIGONISH,Town,2018/2019,2018,1.09,2.61,1.52,43,0.0,false
ANNAPOLIS ROYAL,Town,2018/2019,2018,1.65,3.15,1.5,44,0.0,false
KINGS,Rural Municipality,2018/2019,2018,0.853,2.287,1.434,45,0.0,false
COLCHESTER,Rural Municipality,2018/2019,2018,0.88,2.28,1.4,46,0.0,false
ST. MARY'S,Rural Municipality,2018/2019,2018,0.94,2.25,1.31,47,0.0,false
RICHMOND,Rural Municipality,2018/2019,2018,0.8,2.1,1.3,48,0.0,false
ARGYLE,Rural Municipality,2018/2019,2018,1.07,2.25,1.18,49,0.0,false
LUNENBURG,Rural Municipality,2018/2019,2018,0.81,1.957,1.147,50,0.0,false
LIVERPOOL,Region of Queens,2018/2019,2018,1.92,3.02,1.1,51,0.0,false
QUEENS COUNTY,Region of Queens,2018/2019,2018,1.04,2.14,1.1,51,0.0,false
CLARE,Rural Municipality,2018/2019,2018,1.04,2.07,1.03,53,0.0,false
PICTOU,Rural Municipality,2018/2019,2018,0.81,1.82,1.01,54,0.0,false
YARMOUTH,Rural Municipality,2018/2019,2018,1.17,2.16,0.99,55,0.0,false
VICTORIA,Rural Municipality,2018/2019,2018,1.22,2.12,0.9,56,0.0,false
INVERNESS,Rural Municipality,2018/2019,2018,1.02,1.85,0.83,57,0.0,false
CHESTER,Rural Municipality,2018/2019,2018,0.705,1.53,0.825,58,0.0,false
ANNAPOLIS,Rural Municipality,2018/2019,2018,1.015,1.8,0.785,59,-0.021,false
WEST HANTS,Rural Municipality,2018/2019,2018,1.0163,1.8,0.7837,60,-0.0003,false
ANTIGONISH,Rural Municipality,2018/2019,2018,0.88,1.46,0.58,61,0.0,false
SHELBURNE,Rural Municipality,2018/2019,2018,1.26,1.82,0.56,62,0.0,false
DIGBY,Rural Municipality,2018/2019,2018,1.3,1.85,0.55,63,0.0,false
CLARK'S HARBOR,Town,2019/2020,2019,1.68,5.58,3.9,1,0.0,false
MULGRAVE,Town,2019/2020,2019,1.2375,4.5257,3.2882,2,0.1552,false
LOUISBOURG,Cape Breton Regional,2019/2020,2019,2.016,5.259,3.243,3,0.0,false
CITY OF SYDNEY,Cape Breton Regional,2019/2020,2019,2.266,5.457,3.191,4,0.0,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2019/2020,2019,1.665,4.854,3.189,5,0.0,false
NEW WATERFORD,Cape Breton Regional,2019/2020,2019,2.08,5.226,3.146,6,0.0,false
DOMINION,Cape Breton Regional,2019/2020,2019,2.066,5.203,3.137,7,0.0,false
NORTH SYDNEY,Cape Breton Regional,2019/2020,2019,2.106,5.242,3.136,8,0.0,false
SYDNEY MINES,Cape Breton Regional,2019/2020,2019,1.991,5.127,3.136,8,0.0,false
GLACE BAY,Cape Breton Regional,2019/2020,2019,2.094,5.203,3.109,10,0.0,false
LOCKEPORT,Town,2019/2020,2019,2.38,5.41,3.03,11,0.0,false
AMHERST,Town,2019/2020,2019,1.655,4.455,2.8,12,0.0,false
PICTOU,Town,2019/2020,2019,1.64,4.34,2.7,13,0.0,false
TRURO,Town,2019/2020,2019,1.85,4.5,2.65,14,-0.02,false
YARMOUTH,Town,2019/2020,2019,1.66,4.28,2.62,15,0.0,false
NEW GLASGOW,Town,2019/2020,2019,1.84,4.45,2.61,16,0.03,false
PORT HAWKESBURY,Town,2019/2020,2019,1.58,4.16,2.58,17,0.0,false
MIDDLETON,Town,2019/2020,2019,1.77,4.25,2.48,18,0.0,false
TRENTON,Town,2019/2020,2019,1.62,4.1,2.48,18,-0.12,false
OXFORD,Town,2019/2020,2019,1.6874,4.1557,2.4683,20,0.0533,false
STELLARTON,Town,2019/2020,2019,1.82,4.15,2.33,21,0.0,false
BRIDGEWATER,Town,2019/2020,2019,1.65,3.97,2.32,22,0.0,false
BERWICK,Town,2019/2020,2019,1.189,3.481,2.292,23,0.0,false
DIGBY,Town,2019/2020,2019,1.86,4.15,2.29,24,0.04,false
COUNTY SUBURBAN,Halifax Regional,2019/2020,2019,1.163,3.432,2.269,25,0.068,false
BEDFORD,Halifax Regional,2019/2020,2019,1.196,3.432,2.236,26,0.068,false
COUNTY URBAN,Halifax Regional,2019/2020,2019,1.196,3.432,2.236,26,0.068,false
DARTMOUTH,Halifax Regional,2019/2020,2019,1.196,3.432,2.236,26,0.068,false
HALIFAX,Halifax Regional,2019/2020,2019,1.196,3.432,2.236,26,0.068,false
WOLFVILLE,Town,2019/2020,2019,1.465,3.575,2.11,30,0.0,false
WINDSOR,Town,2019/2020,2019,1.88,3.95,2.07,31,0.0,false
LUNENBURG,Town,2019/2020,2019,1.351,3.358,2.007,32,0.031,false
GUYSBOROUGH,Rural Municipality,2019/2020,2019,0.71,2.68,1.97,33,0.0,false
MAHONE BAY,Town,2019/2020,2019,1.25,3.16,1.91,34,0.12,false
COUNTY RURAL,Halifax Regional,2019/2020,2019,1.15,3.054,1.904,35,0.0595,false
KENTVILLE,Town,2019/2020,2019,1.4272,3.3129,1.8857,36,-0.0184,false
SHELBURNE,Town,2019/2020,2019,2.06,3.88,1.82,37,0.0,false
STEWIACKE,Town,2019/2020,2019,1.665,3.46,1.795,38,0.0,false
EAST HANTS,Rural Municipality,2019/2020,2019,0.8527,2.6,1.7473,39,-0.002,false
WESTVILLE,Town,2019/2020,2019,2.08,3.69,1.61,40,0.0,false
CUMBERLAND,Rural Municipality,2019/2020,2019,1.19,2.78,1.59,41,0.0,false
ANTIGONISH,Town,2019/2020,2019,1.09,2.61,1.52,42,0.0,false
BARRINGTON,Rural Municipality,2019/2020,2019,1.05,2.56,1.51,43,-0.04,false
ANNAPOLIS ROYAL,Town,2019/2020,2019,1.7,3.2,1.5,44,0.0,false
KINGS,Rural Municipality,2019/2020,2019,0.853,2.287,1.434,45,0.0,false
COLCHESTER,Rural Municipality,2019/2020,2019,0.885,2.28,1.395,46,-0.005,false
ST. MARY'S,Rural Municipality,2019/2020,2019,0.95,2.26,1.31,47,0.0,false
RICHMOND,Rural Municipality,2019/2020,2019,0.8,2.1,1.3,48,0.0,false
ARGYLE,Rural Municipality,2019/2020,2019,1.09,2.27,1.18,49,0.0,false
LUNENBURG,Rural Municipality,2019/2020,2019,0.81,1.957,1.147,50,0.0,false
LIVERPOOL,Region of Queens,2019/2020,2019,1.92,3.02,1.1,51,0.0,false
QUEENS COUNTY,Region of Queens,2019/2020,2019,1.03,2.13,1.1,51,0.0,false
CLARE,Rural Municipality,2019/2020,2019,1.04,2.07,1.03,53,0.0,false
PICTOU,Rural Municipality,2019/2020,2019,0.81,1.82,1.01,54,0.0,false
YARMOUTH,Rural Municipality,2019/2020,2019,1.18,2.17,0.99,55,0.0,false
VICTORIA,Rural Municipality,2019/2020,2019,1.22,2.12,0.9,56,0.0,false
INVERNESS,Rural Municipality,2019/2020,2019,1.05,1.91,0.86,57,0.03,false
CHESTER,Rural Municipality,2019/2020,2019,0.705,1.53,0.825,58,0.0,false
ANNAPOLIS,Rural Municipality,2019/2020,2019,1.015,1.8,0.785,59,0.0,false
WEST HANTS,Rural Municipality,2019/2020,2019,1.0323,1.8,0.7677,60,-0.016,false
ANTIGONISH,Rural Municipality,2019/2020,2019,0.88,1.46,0.58,61,0.0,false
SHELBURNE,Rural Municipality,2019/2020,2019,1.26,1.82,0.56,62,0.0,false
DIGBY,Rural Municipality,2019/2020,2019,1.3,1.85,0.55,63,0.0,false
CLARK'S HARBOR,Town,2020/2021,2020,1.68,5.58,3.9,1,0.0,false
MULGRAVE,Town,2020/2021,2020,1.2375,4.5257,3.2882,2,0.0,false
LOUISBOURG,Cape Breton Regional,2020/2021,2020,2.016,5.259,3.243,3,0.0,false
CITY OF SYDNEY,Cape Breton Regional,2020/2021,2020,2.266,5.457,3.191,4,0.0,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2020/2021,2020,1.665,4.854,3.189,5,0.0,false
NEW WATERFORD,Cape Breton Regional,2020/2021,2020,2.08,5.226,3.146,6,0.0,false
DOMINION,Cape Breton Regional,2020/2021,2020,2.066,5.203,3.137,7,0.0,false
NORTH SYDNEY,Cape Breton Regional,2020/2021,2020,2.106,5.242,3.136,8,0.0,false
SYDNEY MINES,Cape Breton Regional,2020/2021,2020,1.991,5.127,3.136,8,0.0,false
GLACE BAY,Cape Breton Regional,2020/2021,2020,2.094,5.203,3.109,10,0.0,false
LOCKEPORT,Town,2020/2021,2020,2.38,5.41,3.03,11,0.0,false
AMHERST,Town,2020/2021,2020,1.655,4.455,2.8,12,0.0,false
PICTOU,Town,2020/2021,2020,1.64,4.34,2.7,13,0.0,false
TRURO,Town,2020/2021,2020,1.85,4.5,2.65,14,0.0,false
YARMOUTH,Town,2020/2021,2020,1.66,4.28,2.62,15,0.0,false
NEW GLASGOW,Town,2020/2021,2020,1.84,4.45,2.61,16,0.0,false
PORT HAWKESBURY,Town,2020/2021,2020,1.58,4.16,2.58,17,0.0,false
MIDDLETON,Town,2020/2021,2020,1.77,4.25,2.48,18,0.0,false
OXFORD,Town,2020/2021,2020,1.6874,4.1557,2.4683,19,0.0,false
COUNTY SUBURBAN,Halifax Regional,2020/2021,2020,1.065,3.441,2.376,20,0.107,false
STELLARTON,Town,2020/2021,2020,1.82,4.15,2.33,21,0.0,false
BRIDGEWATER,Town,2020/2021,2020,1.65,3.97,2.32,22,0.0,false
BERWICK,Town,2020/2021,2020,1.548,3.84,2.292,23,0.0,false
DIGBY,Town,2020/2021,2020,1.86,4.15,2.29,24,0.0,false
BEDFORD,Halifax Regional,2020/2021,2020,1.196,3.441,2.245,25,0.009,false
COUNTY URBAN,Halifax Regional,2020/2021,2020,1.196,3.441,2.245,25,0.009,false
DARTMOUTH,Halifax Regional,2020/2021,2020,1.196,3.441,2.245,25,0.009,false
HALIFAX,Halifax Regional,2020/2021,2020,1.196,3.441,2.245,25,0.009,false
TRENTON,Town,2020/2021,2020,1.94,4.1,2.16,29,-0.32,false
WOLFVILLE,Town,2020/2021,2020,1.475,3.585,2.11,30,0.0,false
COUNTY RURAL,Halifax Regional,2020/2021,2020,1.051,3.059,2.008,31,0.104,false
LUNENBURG,Town,2020/2021,2020,1.346,3.318,1.972,32,-0.035,false
GUYSBOROUGH,Rural Municipality,2020/2021,2020,0.71,2.68,1.97,33,0.0,false
MAHONE BAY,Town,2020/2021,2020,1.25,3.16,1.91,34,0.0,false
KENTVILLE,Town,2020/2021,2020,1.4108,3.285,1.8742,35,-0.0115,false
SHELBURNE,Town,2020/2021,2020,2.06,3.88,1.82,36,0.0,false
STEWIACKE,Town,2020/2021,2020,1.665,3.46,1.795,37,0.0,false
EAST HANTS,Rural Municipality,2020/2021,2020,0.8507,2.6,1.7493,38,0.002,false
WESTVILLE,Town,2020/2021,2020,2.08,3.69,1.61,39,0.0,false
CUMBERLAND,Rural Municipality,2020/2021,2020,1.19,2.78,1.59,40,0.0,false
ANTIGONISH,Town,2020/2021,2020,1.09,2.61,1.52,41,0.0,false
BARRINGTON,Rural Municipality,2020/2021,2020,1.05,2.56,1.51,42,0.0,false
ANNAPOLIS ROYAL,Town,2020/2021,2020,1.7,3.2,1.5,43,0.0,false
KINGS,Rural Municipality,2020/2021,2020,0.853,2.287,1.434,44,0.0,false
COLCHESTER,Rural Municipality,2020/2021,2020,0.885,2.28,1.395,45,0.0,false
ST. MARY'S,Rural Municipality,2020/2021,2020,0.95,2.26,1.31,46,0.0,false
RICHMOND,Rural Municipality,2020/2021,2020,0.8,2.1,1.3,47,0.0,false
ARGYLE,Rural Municipality,2020/2021,2020,1.09,2.27,1.18,48,0.0,false
LUNENBURG,Rural Municipality,2020/2021,2020,0.81,1.957,1.147,49,0.0,false
LIVERPOOL,Region of Queens,2020/2021,2020,1.92,3.02,1.1,50,0.0,false
QUEENS COUNTY,Region of Queens,2020/2021,2020,1.03,2.13,1.1,50,0.0,false
CLARE,Rural Municipality,2020/2021,2020,1.04,2.07,1.03,52,0.0,false
PICTOU,Rural Municipality,2020/2021,2020,0.81,1.82,1.01,53,0.0,false
YARMOUTH,Rural Municipality,2020/2021,2020,1.18,2.17,0.99,54,0.0,false
VICTORIA,Rural Municipality,2020/2021,2020,1.22,2.12,0.9,55,0.0,false
INVERNESS,Rural Municipality,2020/2021,2020,1.05,1.91,0.86,56,0.0,false
CHESTER,Rural Municipality,2020/2021,2020,0.705,1.53,0.825,57,0.0,false
ANNAPOLIS,Rural Municipality,2020/2021,2020,1.015,1.8,0.785,58,0.0,false
ANTIGONISH,Rural Municipality,2020/2021,2020,0.88,1.46,0.58,59,0.0,false
SHELBURNE,Rural Municipality,2020/2021,2020,1.26,1.82,0.56,60,0.0,false
HANTSPORT,West Hants Regional Municipality,2020/2021,2020,0.4318,0.99,0.5582,61,,false
WEST HANTS,West Hants Regional Municipality,2020/2021,2020,0.4318,0.99,0.5582,61,,false
WINDSOR,West Hants Regional Municipality,2020/2021,2020,0.4318,0.99,0.5582,61,,false
DIGBY,Rural Municipality,2020/2021,2020,1.3,1.85,0.55,64,0.0,false
CLARK'S HARBOR,Town,2021/2022,2021,1.68,5.58,3.9,1,0.0,false
MULGRAVE,Town,2021/2022,2021,1.2375,4.5257,3.2882,2,0.0,false
LOUISBOURG,Cape Breton Regional,2021/2022,2021,2.016,5.259,3.243,3,0.0,false
CITY OF SYDNEY,Cape Breton Regional,2021/2022,2021,2.266,5.457,3.191,4,0.0,false
CAPE BRETON MUN-Suburban,Cape Breton Regional,2021/2022,2021,1.665,4.854,3.189,5,0.0,false
NEW WATERFORD,Cape Breton Regional,2021/2022,2021,2.08,5.226,3.146,6,0.0,false
DOMINION,Cape Breton Regional,2021/2022,2021,2.066,5.203,3.137,7,0.0,false
NORTH SYDNEY,Cape Breton Regional,2021/2022,2021,2.106,5.242,3.136,8,0.0,false
SYDNEY MINES,Cape Breton Regional,2021/2022,2021,1.991,5.127,3.136,8,0.0,false
GLACE BAY,Cape Breton Regional,2021/2022,2021,2.094,5.203,3.109,10,0.0,false
LOCKEPORT,Town,2021/2022,2021,2.38,5.41,3.03,11,0.0,false
AMHERST,Town,2021/2022,2021,1.67,4.47,2.8,12,0.0,false
PICTOU,Town,2021/2022,2021,1.64,4.34,2.7,13,0.0,false
TRURO,Town,2021/2022,2021,1.9025,4.5425,2.64,14,-0.01,false
YARMOUTH,Town,2021/2022,2021,1.67,4.29,2.62,15,0.0,false
NEW GLASGOW,Town,2021/2022,2021,1.84,4.45,2.61,16,0.0,false
PORT HAWKESBURY,Town,2021/2022,2021,1.58,4.16,2.58,17,0.0,false
MIDDLETON,Town,2021/2022,2021,1.79,4.27,2.48,18,0.0,false
OXFORD,Town,2021/2022,2021,1.6874,4.1557,2.4683,19,0.0,false
STELLARTON,Town,2021/2022,2021,1.82,4.15,2.33,20,0.0,false
BERWICK,Town,2021/2022,2021,1.568,3.88,2.312,21,0.02,false
DIGBY,Town,2021/2022,2021,1.86,4.15,2.29,22,0.0,false
COUNTY SUBURBAN,Halifax Regional,2021/2022,2021,1.156,3.394,2.238,23,-0.138,false
BRIDGEWATER,Town,2021/2022,2021,1.75,3.97,2.22,24,-0.1,false
BEDFORD,Halifax Regional,2021/2022,2021,1.189,3.394,2.205,25,-0.04,false
COUNTY URBAN,Halifax Regional,2021/2022,2021,1.189,3.394,2.205,25,-0.04,false
DARTMOUTH,Halifax Regional,2021/2022,2021,1.189,3.394,2.205,25,-0.04,false
HALIFAX,Halifax Regional,2021/2022,2021,1.189,3.394,2.205,25,-0.04,false
TRENTON,Town,2021/2022,2021,1.99,4.1,2.11,29,-0.05,false
WOLFVILLE,Town,2021/2022,2021,1.475,3.585,2.11,29,0.0,false
GUYSBOROUGH,Rural Municipality,2021/2022,2021,0.77,2.74,1.97,31,0.0,false
LUNENBURG,Town,2021/2022,2021,1.376,3.318,1.942,32,-0.03,false
COUNTY RURAL,Halifax Regional,2021/2022,2021,1.143,3.057,1.914,33,-0.094,false
MAHONE BAY,Town,2021/2022,2021,1.282,3.192,1.91,34,0.0,false
KENTVILLE,Town,2021/2022,2021,1.4081,3.283,1.8749,35,0.0007,false
SHELBURNE,Town,2021/2022,2021,2.06,3.88,1.82,36,0.0,false
STEWIACKE,Town,2021/2022,2021,1.665,3.46,1.795,37,0.0,false
EAST HANTS,Rural Municipality,2021/2022,2021,0.8507,2.6,1.7493,38,0.0,false
WESTVILLE,Town,2021/2022,2021,2.08,3.69,1.61,39,0.0,false
CUMBERLAND,Rural Municipality,2021/2022,2021,1.19,2.78,1.59,40,0.0,false
ANTIGONISH,Town,2021/2022,2021,1.1,2.62,1.52,41,0.0,false
ANNAPOLIS ROYAL,Town,2021/2022,2021,1.7,3.2,1.5,42,0.0,false
BARRINGTON,Rural Municipality,2021/2022,2021,1.07,2.56,1.49,43,-0.02,false
KINGS,Rural Municipality,2021/2022,2021,0.853,2.287,1.434,44,0.0,false
COLCHESTER,Rural Municipality,2021/2022,2021,0.885,2.28,1.395,45,0.0,false
ST. MARY'S,Rural Municipality,2021/2022,2021,0.95,2.26,1.31,46,0.0,false
RICHMOND,Rural Municipality,2021/2022,2021,0.81,2.11,1.3,47,0.0,false
ARGYLE,Rural Municipality,2021/2022,2021,1.11,2.29,1.18,48,0.0,false
LUNENBURG,Rural Municipality,2021/2022,2021,0.81,1.957,1.147,49,0.0,false
LIVERPOOL,Region of Queens,2021/2022,2021,1.96,3.06,1.1,50,0.0,false
QUEENS COUNTY,Region of Queens,2021/2022,2021,1.07,2.17,1.1,50,0.0,false
CLARE,Rural Municipality,2021/2022,2021,1.04,2.07,1.03,52,0.0,false
